STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract,density_q,county_fips
25,025,100603,25025100603,1400000US25025100603,1006.03,Census Tract 1006.03,G5020,S,872496,343682,+42.2914125,-071.0421575,25025100603,Q4_high,25025
25,025,010103,25025010103,1400000US25025010103,101.03,Census Tract 101.03,G5020,S,288105,0,+42.3498504,-071.1034992,25025010103,Q4_high,25025
25,025,070402,25025070402,1400000US25025070402,704.02,Census Tract 704.02,G5020,S,247190,0,+42.3455432,-071.0651669,25025070402,Q4_high,25025
25,025,140107,25025140107,1400000US25025140107,1401.07,Census Tract 1401.07,G5020,S,627360,0,+42.2577216,-071.1284206,25025140107,Q2,25025
25,017,341901,25017341901,1400000US25017341901,3419.01,Census Tract 3419.01,G5020,S,1058078,23174,+42.4278707,-071.0340138,25017341901,Q2,25017
25,017,351403,25017351403,1400000US25017351403,3514.03,Census Tract 3514.03,G5020,S,334417,0,+42.3863029,-071.0842811,25017351403,Q4_high,25017
25,017,351204,25017351204,1400000US25017351204,3512.04,Census Tract 3512.04,G5020,S,579327,0,+42.3815931,-071.1046716,25017351204,Q4_high,25017
25,017,352101,25017352101,1400000US25017352101,3521.01,Census Tract 3521.01,G5020,S,400468,17063,+42.3716420,-071.0739700,25017352101,Q4_high,25017
25,017,382601,25017382601,1400000US25017382601,3826.01,Census Tract 3826.01,G5020,S,1854243,14904,+42.2768206,-071.3868012,25017382601,Q3,25017
25,017,382602,25017382602,1400000US25017382602,3826.02,Census Tract 3826.02,G5020,S,4156327,13879,+42.2898797,-071.3807643,25017382602,Q4_high,25017
25,017,383102,25017383102,1400000US25017383102,3831.02,Census Tract 3831.02,G5020,S,1178988,1763,+42.2751063,-071.3985938,25017383102,Q3,25017
25,017,383101,25017383101,1400000US25017383101,3831.01,Census Tract 3831.01,G5020,S,2815540,9845,+42.2673461,-071.4076209,25017383101,Q3,25017
25,025,981202,25025981202,1400000US25025981202,9812.02,Census Tract 9812.02,G5020,S,1696453,850180,+42.3470233,-071.0257810,25025981202,Q4_high,25025
25,025,051101,25025051101,1400000US25025051101,511.01,Census Tract 511.01,G5020,S,1159397,622953,+42.3854556,-071.0043188,25025051101,Q4_high,25025
25,025,090901,25025090901,1400000US25025090901,909.01,Census Tract 909.01,G5020,S,1173210,349461,+42.3171720,-071.0445630,25025090901,Q4_high,25025
25,025,092101,25025092101,1400000US25025092101,921.01,Census Tract 921.01,G5020,S,1306107,65874,+42.2979499,-071.0541278,25025092101,Q4_high,25025
25,025,110301,25025110301,1400000US25025110301,1103.01,Census Tract 1103.01,G5020,S,817931,0,+42.2868052,-071.1132775,25025110301,Q3,25025
25,021,400202,25021400202,1400000US25021400202,4002.02,Census Tract 4002.02,G5020,S,313088,0,+42.3490085,-071.1198060,25021400202,Q4_high,25021
25,021,423102,25021423102,1400000US25021423102,4231.02,Census Tract 4231.02,G5020,S,18574051,54916100,+42.2624280,-070.7988829,25021423102,Q1_low,25021
25,021,407101,25021407101,1400000US25021407101,4071.01,Census Tract 4071.01,G5020,S,18158671,294661,+42.1820148,-071.3682251,25021407101,Q1_low,25021
25,025,170701,25025170701,1400000US25025170701,1707.01,Census Tract 1707.01,G5020,S,508436,153378,+42.4022230,-070.9936992,25025170701,Q3,25025
25,025,091001,25025091001,1400000US25025091001,910.01,Census Tract 910.01,G5020,S,1186269,447567,+42.3082205,-071.0517137,25025091001,Q4_high,25025
25,009,251700,25009251700,1400000US25009251700,2517,Census Tract 2517,G5020,S,2503338,127560,+42.6894433,-071.1449129,25009251700,Q3,25009
25,021,456302,25021456302,1400000US25021456302,4563.02,Census Tract 4563.02,G5020,S,3694539,27178,+42.1365269,-071.1215724,25021456302,Q3,25021
25,017,366201,25017366201,1400000US25017366201,3662.01,Census Tract 3662.01,G5020,S,13986626,406794,+42.3862881,-071.3511169,25017366201,Q1_low,25017
25,017,385201,25017385201,1400000US25017385201,3852.01,Census Tract 3852.01,G5020,S,5652562,702455,+42.2436720,-071.4695970,25017385201,Q1_low,25017
25,017,370201,25017370201,1400000US25017370201,3702.01,Census Tract 3702.01,G5020,S,1298597,0,+42.3735726,-071.1700537,25017370201,Q2,25017
25,025,040401,25025040401,1400000US25025040401,404.01,Census Tract 404.01,G5020,S,433403,26534,+42.3740347,-071.0665218,25025040401,Q4_high,25025
25,009,265101,25009265101,1400000US25009265101,2651.01,Census Tract 2651.01,G5020,S,16986544,613444,+42.7120075,-070.9992963,25009265101,Q1_low,25009
25,009,261102,25009261102,1400000US25009261102,2611.02,Census Tract 2611.02,G5020,S,9567381,700005,+42.7520146,-071.1068199,25009261102,Q3,25009
25,009,220101,25009220101,1400000US25009220101,2201.01,Census Tract 2201.01,G5020,S,9739625,3758685,+42.6406993,-070.6202498,25009220101,Q1_low,25009
25,009,202101,25009202101,1400000US25009202101,2021.01,Census Tract 2021.01,G5020,S,1455632,7226,+42.4758943,-070.9085318,25009202101,Q3,25009
25,021,441202,25021441202,1400000US25021441202,4412.02,Census Tract 4412.02,G5020,S,23379232,277134,+42.0272829,-071.3925792,25021441202,Q1_low,25021
25,021,410300,25021410300,1400000US25021410300,4103,Census Tract 4103,G5020,S,16042375,272822,+42.0576203,-071.2120329,25021410300,Q2,25021
25,021,442201,25021442201,1400000US25021442201,4422.01,Census Tract 4422.01,G5020,S,16164476,237618,+42.0507024,-071.4175967,25021442201,Q2,25021
25,021,418003,25021418003,1400000US25021418003,4180.03,Census Tract 4180.03,G5020,S,1037250,2934,+42.2342330,-071.0176985,25021418003,Q4_high,25021
25,027,751101,25027751101,1400000US25027751101,7511.01,Census Tract 7511.01,G5020,S,52136806,1964604,+42.1315653,-071.7326240,25027751101,Q1_low,25027
25,027,709501,25027709501,1400000US25027709501,7095.01,Census Tract 7095.01,G5020,S,5484839,0,+42.5343643,-071.7227814,25027709501,Q2,25027
25,001,013700,25001013700,1400000US25001013700,137,Census Tract 137,G5020,S,13702860,3233247,+41.7642630,-070.5943904,25001013700,Q1_low,25001
25,001,013800,25001013800,1400000US25001013800,138,Census Tract 138,G5020,S,12577899,927824,+41.7836351,-070.5395453,25001013800,Q2,25001
25,001,013900,25001013900,1400000US25001013900,139,Census Tract 139,G5020,S,15717345,6088464,+41.7270410,-070.6050598,25001013900,Q1_low,25001
25,001,014600,25001014600,1400000US25001014600,146,Census Tract 146,G5020,S,12348292,1287007,+41.5777644,-070.5575930,25001014600,Q1_low,25001
25,023,509101,25023509101,1400000US25023509101,5091.01,Census Tract 5091.01,G5020,S,30569185,924599,+41.9633114,-070.7370822,25023509101,Q1_low,25023
25,001,011400,25001011400,1400000US25001011400,114,Census Tract 114,G5020,S,15367066,449479,+41.7329758,-070.1527866,25001011400,Q1_low,25001
25,001,010600,25001010600,1400000US25001010600,106,Census Tract 106,G5020,S,14694953,14524028,+41.6995108,-069.9561701,25001010600,Q1_low,25001
25,001,011500,25001011500,1400000US25001011500,115,Census Tract 115,G5020,S,11167901,731897,+41.6969550,-070.1544713,25001011500,Q2,25001
25,001,010400,25001010400,1400000US25001010400,104,Census Tract 104,G5020,S,15587094,8476393,+41.7541457,-069.9861243,25001010400,Q2,25001
25,001,014100,25001014100,1400000US25001014100,141,Census Tract 141,G5020,S,82644372,127974,+41.7078390,-070.5455199,25001014100,Q1_low,25001
25,001,014500,25001014500,1400000US25001014500,145,Census Tract 145,G5020,S,17329505,4318747,+41.5887538,-070.5327315,25001014500,Q1_low,25001
25,001,010500,25001010500,1400000US25001010500,105,Census Tract 105,G5020,S,21096183,13691016,+41.7662035,-069.9414510,25001010500,Q1_low,25001
25,001,010100,25001010100,1400000US25001010100,101,Census Tract 101,G5020,S,25046216,12765872,+42.0598291,-070.2004073,25001010100,Q1_low,25001
25,001,013400,25001013400,1400000US25001013400,134,Census Tract 134,G5020,S,21892831,518183,+41.7421020,-070.4343487,25001013400,Q1_low,25001
25,001,011300,25001011300,1400000US25001011300,113,Census Tract 113,G5020,S,13113157,556274,+41.7302454,-070.1973919,25001011300,Q1_low,25001
25,001,012900,25001012900,1400000US25001012900,129,Census Tract 129,G5020,S,6094063,56486,+41.6665236,-070.3680853,25001012900,Q1_low,25001
25,001,012102,25001012102,1400000US25001012102,121.02,Census Tract 121.02,G5020,S,9803599,5932744,+41.6289275,-070.2518265,25001012102,Q2,25001
25,001,010306,25001010306,1400000US25001010306,103.06,Census Tract 103.06,G5020,S,17828291,1730719,+41.8593758,-069.9826347,25001010306,Q1_low,25001
25,001,011002,25001011002,1400000US25001011002,110.02,Census Tract 110.02,G5020,S,21448124,2202286,+41.6936245,-070.1052885,25001011002,Q1_low,25001
25,001,011700,25001011700,1400000US25001011700,117,Census Tract 117,G5020,S,7335262,2368588,+41.6639738,-070.1680840,25001011700,Q1_low,25001
25,001,012200,25001012200,1400000US25001012200,122,Census Tract 122,G5020,S,47737965,10437215,+41.7027836,-070.3170066,25001012200,Q1_low,25001
25,001,012800,25001012800,1400000US25001012800,128,Census Tract 128,G5020,S,7807705,2887415,+41.6697854,-070.3495154,25001012800,Q1_low,25001
25,001,013500,25001013500,1400000US25001013500,135,Census Tract 135,G5020,S,23627497,1422547,+41.6967999,-070.4495131,25001013500,Q1_low,25001
25,023,509102,25023509102,1400000US25023509102,5091.02,Census Tract 5091.02,G5020,S,17717693,3842347,+42.0033949,-070.7425938,25023509102,Q2,25023
25,001,014300,25001014300,1400000US25001014300,143,Census Tract 143,G5020,S,15892129,3325167,+41.6274594,-070.6315280,25001014300,Q1_low,25001
25,001,014700,25001014700,1400000US25001014700,147,Census Tract 147,G5020,S,6280597,1450413,+41.5622625,-070.5737490,25001014700,Q2,25001
25,001,014402,25001014402,1400000US25001014402,144.02,Census Tract 144.02,G5020,S,41040486,2375914,+41.6075543,-070.6107028,25001014402,Q1_low,25001
25,001,013002,25001013002,1400000US25001013002,130.02,Census Tract 130.02,G5020,S,15527709,4557283,+41.6279841,-070.3920127,25001013002,Q2,25001
25,001,012502,25001012502,1400000US25001012502,125.02,Census Tract 125.02,G5020,S,5963437,2240399,+41.6392454,-070.2929762,25001012502,Q1_low,25001
25,001,014002,25001014002,1400000US25001014002,140.02,Census Tract 140.02,G5020,S,19063461,5154444,+41.6823007,-070.6160401,25001014002,Q1_low,25001
25,001,011801,25001011801,1400000US25001011801,118.01,Census Tract 118.01,G5020,S,9154103,609692,+41.7147036,-070.2370390,25001011801,Q1_low,25001
25,001,011802,25001011802,1400000US25001011802,118.02,Census Tract 118.02,G5020,S,13808259,1487789,+41.6945287,-070.2128176,25001011802,Q1_low,25001
25,001,012101,25001012101,1400000US25001012101,121.01,Census Tract 121.01,G5020,S,13695216,700866,+41.6676372,-070.2359515,25001012101,Q1_low,25001
25,001,015001,25001015001,1400000US25001015001,150.01,Census Tract 150.01,G5020,S,10235798,3548882,+41.6563467,-070.4748257,25001015001,Q1_low,25001
25,001,013200,25001013200,1400000US25001013200,132,Census Tract 132,G5020,S,19557999,3410844,+41.6316917,-070.4353237,25001013200,Q1_low,25001
25,001,011200,25001011200,1400000US25001011200,112,Census Tract 112,G5020,S,13422829,681464,+41.6794471,-070.0549755,25001011200,Q1_low,25001
25,001,010800,25001010800,1400000US25001010800,108,Census Tract 108,G5020,S,28389012,2733769,+41.7434889,-070.1009106,25001010800,Q1_low,25001
25,001,012700,25001012700,1400000US25001012700,127,Census Tract 127,G5020,S,9606912,902420,+41.6439568,-070.3421590,25001012700,Q1_low,25001
25,001,011600,25001011600,1400000US25001011600,116,Census Tract 116,G5020,S,6359506,457312,+41.6637873,-070.1363983,25001011600,Q2,25001
25,001,015200,25001015200,1400000US25001015200,152,Census Tract 152,G5020,S,15232591,3759455,+41.5710571,-070.4888458,25001015200,Q1_low,25001
25,001,013100,25001013100,1400000US25001013100,131,Census Tract 131,G5020,S,22908182,2064243,+41.6804380,-070.4223405,25001013100,Q1_low,25001
25,001,013300,25001013300,1400000US25001013300,133,Census Tract 133,G5020,S,12779497,1564201,+41.7633827,-070.5007474,25001013300,Q2,25001
25,001,010900,25001010900,1400000US25001010900,109,Census Tract 109,G5020,S,31026909,3912692,+41.7460505,-070.0354744,25001010900,Q1_low,25001
25,001,010700,25001010700,1400000US25001010700,107,Census Tract 107,G5020,S,27186449,29106036,+41.6185172,-069.9812765,25001010700,Q1_low,25001
25,001,011100,25001011100,1400000US25001011100,111,Census Tract 111,G5020,S,19218085,2840489,+41.7115325,-070.0397280,25001011100,Q1_low,25001
25,001,015100,25001015100,1400000US25001015100,151,Census Tract 151,G5020,S,16641711,590370,+41.6104971,-070.4866035,25001015100,Q2,25001
25,001,014900,25001014900,1400000US25001014900,149,Census Tract 149,G5020,S,15929586,3196513,+41.5458091,-070.6379995,25001014900,Q2,25001
25,001,013600,25001013600,1400000US25001013600,136,Census Tract 136,G5020,S,18725866,944532,+41.7037578,-070.4902898,25001013600,Q2,25001
25,009,265102,25009265102,1400000US25009265102,2651.02,Census Tract 2651.02,G5020,S,16318373,134252,+42.7338220,-070.9600766,25009265102,Q2,25009
25,009,268200,25009268200,1400000US25009268200,2682,Census Tract 2682,G5020,S,10737361,364499,+42.8117773,-070.9054643,25009268200,Q3,25009
25,009,268400,25009268400,1400000US25009268400,2684,Census Tract 2684,G5020,S,3065747,4715475,+42.8054407,-070.8329685,25009268400,Q2,25009
25,009,250500,25009250500,1400000US25009250500,2505,Census Tract 2505,G5020,S,300558,3894,+42.7169313,-071.1693673,25009250500,Q3,25009
25,027,731300,25027731300,1400000US25027731300,7313,Census Tract 7313,G5020,S,743090,7345,+42.2513743,-071.8152408,25027731300,Q3,25027
25,027,750300,25027750300,1400000US25027750300,7503,Census Tract 7503,G5020,S,6101068,133118,+42.1526074,-071.6467991,25027750300,Q1_low,25027
25,027,740200,25027740200,1400000US25027740200,7402,Census Tract 7402,G5020,S,4651984,39924,+42.3173315,-071.6417351,25027740200,Q2,25027
25,027,725100,25027725100,1400000US25027725100,7251,Census Tract 7251,G5020,S,55085966,1756793,+42.2675643,-072.0668759,25027725100,Q1_low,25027
25,027,703100,25027703100,1400000US25027703100,7031,Census Tract 7031,G5020,S,10807150,280078,+42.5759263,-072.2295891,25027703100,Q2,25027
25,027,707400,25027707400,1400000US25027707400,7074,Census Tract 7074,G5020,S,14756973,513384,+42.5925965,-072.0234143,25027707400,Q1_low,25027
25,023,511200,25023511200,1400000US25023511200,5112,Census Tract 5112,G5020,S,3890848,4980,+42.0783429,-070.9884011,25023511200,Q2,25023
25,023,511301,25023511301,1400000US25023511301,5113.01,Census Tract 5113.01,G5020,S,3264352,26821,+42.0694477,-071.0040043,25023511301,Q2,25023
25,023,511302,25023511302,1400000US25023511302,5113.02,Census Tract 5113.02,G5020,S,2871310,0,+42.0569497,-070.9954304,25023511302,Q1_low,25023
25,023,511400,25023511400,1400000US25023511400,5114,Census Tract 5114,G5020,S,727214,0,+42.0750566,-071.0250507,25023511400,Q4_high,25023
25,023,511701,25023511701,1400000US25023511701,5117.01,Census Tract 5117.01,G5020,S,3111007,5846,+42.0621008,-071.0373838,25023511701,Q2,25023
25,023,511702,25023511702,1400000US25023511702,5117.02,Census Tract 5117.02,G5020,S,4520151,4290,+42.0614128,-071.0605061,25023511702,Q4_high,25023
25,023,520100,25023520100,1400000US25023520100,5201,Census Tract 5201,G5020,S,8936956,169478,+42.1039601,-070.9458292,25023520100,Q2,25023
25,023,520201,25023520201,1400000US25023520201,5202.01,Census Tract 5202.01,G5020,S,5548620,726,+42.1372670,-070.9552544,25023520201,Q2,25023
25,023,520202,25023520202,1400000US25023520202,5202.02,Census Tract 5202.02,G5020,S,11310387,424582,+42.1263403,-070.9780198,25023520202,Q1_low,25023
25,023,521101,25023521101,1400000US25023521101,5211.01,Census Tract 5211.01,G5020,S,7675427,13884,+42.0762502,-070.9595260,25023521101,Q1_low,25023
25,023,521102,25023521102,1400000US25023521102,5211.02,Census Tract 5211.02,G5020,S,2074532,1230,+42.0796040,-070.9423617,25023521102,Q3,25023
25,023,521201,25023521201,1400000US25023521201,5212.01,Census Tract 5212.01,G5020,S,2582301,42566,+42.0876090,-070.9344775,25023521201,Q2,25023
25,023,511500,25023511500,1400000US25023511500,5115,Census Tract 5115,G5020,S,729722,0,+42.0698776,-071.0224581,25023511500,Q3,25023
25,023,543100,25023543100,1400000US25023543100,5431,Census Tract 5431,G5020,S,38023287,1099161,+41.9591000,-070.8027525,25023543100,Q1_low,25023
25,023,521202,25023521202,1400000US25023521202,5212.02,Census Tract 5212.02,G5020,S,5630597,1627,+42.0744164,-070.9145748,25023521202,Q1_low,25023
25,023,523201,25023523201,1400000US25023523201,5232.01,Census Tract 5232.01,G5020,S,9715598,34640,+42.0591118,-070.9731985,25023523201,Q1_low,25023
25,023,526100,25023526100,1400000US25023526100,5261,Census Tract 5261,G5020,S,41372593,3659389,+42.0026344,-070.8637056,25023526100,Q1_low,25023
25,023,530100,25023530100,1400000US25023530100,5301,Census Tract 5301,G5020,S,10891462,335379,+41.9523965,-070.7006983,25023530100,Q3,25023
25,023,530200,25023530200,1400000US25023530200,5302,Census Tract 5302,G5020,S,3227075,5768041,+41.9752998,-070.6806401,25023530200,Q3,25023
25,013,801901,25013801901,1400000US25013801901,8019.01,Census Tract 8019.01,G5020,S,813013,22921,+42.0950982,-072.5714194,25013801901,Q4_high,25013
25,023,530300,25023530300,1400000US25023530300,5303,Census Tract 5303,G5020,S,2877533,2613821,+41.9619817,-070.6673485,25023530300,Q4_high,25023
25,023,530500,25023530500,1400000US25023530500,5305,Census Tract 5305,G5020,S,7215422,2780950,+41.9458544,-070.6510226,25023530500,Q3,25023
25,023,544100,25023544100,1400000US25023544100,5441,Census Tract 5441,G5020,S,27136150,1422755,+41.9162554,-070.7878614,25023544100,Q1_low,25023
25,023,545100,25023545100,1400000US25023545100,5451,Census Tract 5451,G5020,S,28310392,2555575,+41.7687663,-070.7545896,25023545100,Q2,25023
25,023,503101,25023503101,1400000US25023503101,5031.01,Census Tract 5031.01,G5020,S,19109597,24346,+42.1329301,-070.8686795,25023503101,Q2,25023
25,023,506202,25023506202,1400000US25023506202,5062.02,Census Tract 5062.02,G5020,S,7512808,174058,+42.0760301,-070.6973696,25023506202,Q2,25023
25,023,530700,25023530700,1400000US25023530700,5307,Census Tract 5307,G5020,S,29755986,48464253,+41.9476234,-070.5958026,25023530700,Q1_low,25023
25,023,501102,25023501102,1400000US25023501102,5011.02,Census Tract 5011.02,G5020,S,11379313,2794461,+42.2432956,-070.9053723,25023501102,Q3,25023
25,023,503102,25023503102,1400000US25023503102,5031.02,Census Tract 5031.02,G5020,S,21132425,212617,+42.1062520,-070.8465957,25023503102,Q2,25023
25,023,504102,25023504102,1400000US25023504102,5041.02,Census Tract 5041.02,G5020,S,29055048,371640,+42.1510497,-070.7952350,25023504102,Q1_low,25023
25,023,506203,25023506203,1400000US25023506203,5062.03,Census Tract 5062.03,G5020,S,12215178,702835,+42.0814202,-070.6759788,25023506203,Q1_low,25023
25,023,510300,25023510300,1400000US25023510300,5103,Census Tract 5103,G5020,S,1023807,0,+42.1006006,-071.0253675,25023510300,Q3,25023
25,023,523100,25023523100,1400000US25023523100,5231,Census Tract 5231,G5020,S,9137500,103222,+42.0188638,-070.9654261,25023523100,Q2,25023
25,023,522102,25023522102,1400000US25023522102,5221.02,Census Tract 5221.02,G5020,S,27950112,911514,+42.0585180,-070.8823000,25023522102,Q1_low,25023
25,023,508101,25023508101,1400000US25023508101,5081.01,Census Tract 5081.01,G5020,S,25786306,1179152,+42.0957441,-070.8031318,25023508101,Q2,25023
25,023,545300,25023545300,1400000US25023545300,5453,Census Tract 5453,G5020,S,7010777,3081500,+41.7464809,-070.6488256,25023545300,Q2,25023
25,023,561100,25023561100,1400000US25023561100,5611,Census Tract 5611,G5020,S,36589945,31161477,+41.6991271,-070.7490314,25023561100,Q1_low,25023
25,023,501101,25023501101,1400000US25023501101,5011.01,Census Tract 5011.01,G5020,S,7884572,3687947,+42.2535173,-070.8733337,25023501101,Q2,25023
25,023,508102,25023508102,1400000US25023508102,5081.02,Census Tract 5081.02,G5020,S,8749183,1488973,+42.0461021,-070.8250685,25023508102,Q1_low,25023
25,023,505102,25023505102,1400000US25023505102,5051.02,Census Tract 5051.02,G5020,S,16190143,68615,+42.1975067,-070.7967000,25023505102,Q1_low,25023
25,023,507101,25023507101,1400000US25023507101,5071.01,Census Tract 5071.01,G5020,S,24568648,493231,+42.0496358,-070.7526895,25023507101,Q1_low,25023
25,023,560100,25023560100,1400000US25023560100,5601,Census Tract 5601,G5020,S,44899221,17712366,+41.6613631,-070.8120237,25023560100,Q1_low,25023
25,009,250300,25009250300,1400000US25009250300,2503,Census Tract 2503,G5020,S,500275,21867,+42.7122643,-071.1779023,25009250300,Q4_high,25009
25,009,260402,25009260402,1400000US25009260402,2604.02,Census Tract 2604.02,G5020,S,16751218,889939,+42.7942928,-071.1464295,25009260402,Q1_low,25009
25,009,251200,25009251200,1400000US25009251200,2512,Census Tract 2512,G5020,S,213207,0,+42.7091504,-071.1672343,25009251200,Q4_high,25009
25,009,253201,25009253201,1400000US25009253201,2532.01,Census Tract 2532.01,G5020,S,6044011,331726,+42.7177732,-071.1245474,25009253201,Q3,25009
25,009,254301,25009254301,1400000US25009254301,2543.01,Census Tract 2543.01,G5020,S,11955137,412277,+42.6279810,-071.1464585,25009254301,Q3,25009
25,009,266100,25009266100,1400000US25009266100,2661,Census Tract 2661,G5020,S,14115173,2485315,+42.8479814,-070.9663149,25009266100,Q1_low,25009
25,009,270100,25009270100,1400000US25009270100,2701,Census Tract 2701,G5020,S,47139582,5571536,+42.7214946,-070.8866372,25009270100,Q1_low,25009
25,009,201100,25009201100,1400000US25009201100,2011,Census Tract 2011,G5020,S,2786306,3481257,+42.4282342,-070.9260711,25009201100,Q2,25009
25,009,203100,25009203100,1400000US25009203100,2031,Census Tract 2031,G5020,S,3756765,1481336,+42.4871332,-070.8724094,25009203100,Q2,25009
25,005,642400,25005642400,1400000US25005642400,6424,Census Tract 6424,G5020,S,1156535,0,+41.7138346,-071.1344405,25005642400,Q3,25005
25,005,644101,25005644101,1400000US25005644101,6441.01,Census Tract 6441.01,G5020,S,4354480,818036,+41.7566903,-071.1446688,25005644101,Q2,25005
25,005,644102,25005644102,1400000US25005644102,6441.02,Census Tract 6441.02,G5020,S,5739108,2155382,+41.7806517,-071.1450746,25005644102,Q1_low,25005
25,005,644200,25005644200,1400000US25005644200,6442,Census Tract 6442,G5020,S,10362785,7366662,+41.7199755,-071.1794500,25005644200,Q2,25005
25,027,739500,25027739500,1400000US25027739500,7395,Census Tract 7395,G5020,S,16842824,445057,+42.3085235,-071.7268420,25027739500,Q1_low,25027
25,027,735100,25027735100,1400000US25027735100,7351,Census Tract 7351,G5020,S,36394710,2131674,+42.2402537,-071.9262509,25027735100,Q1_low,25027
25,027,728100,25027728100,1400000US25027728100,7281,Census Tract 7281,G5020,S,35699009,2383311,+42.3281705,-071.8835053,25027728100,Q1_low,25027
25,027,740102,25027740102,1400000US25027740102,7401.02,Census Tract 7401.02,G5020,S,18519429,541133,+42.3233774,-071.6256671,25027740102,Q2,25027
25,027,742300,25027742300,1400000US25027742300,7423,Census Tract 7423,G5020,S,4890154,43118,+42.2674406,-071.6174916,25027742300,Q3,25027
25,027,749100,25027749100,1400000US25027749100,7491,Census Tract 7491,G5020,S,67071740,1412546,+42.0564340,-071.6404009,25027749100,Q1_low,25027
25,027,723100,25027723100,1400000US25027723100,7231,Census Tract 7231,G5020,S,153750249,6254217,+42.3359397,-072.1876124,25027723100,Q1_low,25027
25,027,753200,25027753200,1400000US25027753200,7532,Census Tract 7532,G5020,S,10594163,614855,+42.1150332,-071.8663248,25027753200,Q2,25027
25,027,703300,25027703300,1400000US25027703300,7033,Census Tract 7033,G5020,S,46405120,1681582,+42.5740741,-072.2134794,25027703300,Q1_low,25027
25,025,140202,25025140202,1400000US25025140202,1402.02,Census Tract 1402.02,G5020,S,1538599,17120,+42.2495181,-071.1175430,25025140202,Q2,25025
25,025,140300,25025140300,1400000US25025140300,1403,Census Tract 1403,G5020,S,1548879,38736,+42.2587734,-071.1188131,25025140300,Q3,25025
25,027,730801,25027730801,1400000US25027730801,7308.01,Census Tract 7308.01,G5020,S,3158636,7980,+42.2816214,-071.8289741,25027730801,Q1_low,25027
25,027,710300,25027710300,1400000US25027710300,7103,Census Tract 7103,G5020,S,12034624,337594,+42.5752321,-071.8473054,25027710300,Q2,25027
25,027,736100,25027736100,1400000US25027736100,7361,Census Tract 7361,G5020,S,12531759,1179051,+42.1889993,-071.8705138,25027736100,Q2,25027
25,027,703200,25027703200,1400000US25027703200,7032,Census Tract 7032,G5020,S,26436841,801179,+42.6128849,-072.2137029,25027703200,Q1_low,25027
25,027,731202,25027731202,1400000US25027731202,7312.02,Census Tract 7312.02,G5020,S,99199,0,+42.2515089,-071.8234550,25027731202,Q4_high,25027
25,027,711100,25027711100,1400000US25027711100,7111,Census Tract 7111,G5020,S,33810058,360572,+42.6150449,-071.8137859,25027711100,Q1_low,25027
25,025,140400,25025140400,1400000US25025140400,1404,Census Tract 1404,G5020,S,1874512,11680,+42.2692219,-071.1118088,25025140400,Q2,25025
25,009,203200,25009203200,1400000US25009203200,2032,Census Tract 2032,G5020,S,3469476,5447621,+42.5037792,-070.8329189,25009203200,Q2,25009
25,009,204101,25009204101,1400000US25009204101,2041.01,Census Tract 2041.01,G5020,S,1239544,511711,+42.5053726,-070.8879672,25009204101,Q3,25009
25,009,204102,25009204102,1400000US25009204102,2041.02,Census Tract 2041.02,G5020,S,2596112,119614,+42.4944085,-070.9046773,25009204102,Q2,25009
25,009,204200,25009204200,1400000US25009204200,2042,Census Tract 2042,G5020,S,940441,10328,+42.5148898,-070.8966153,25009204200,Q4_high,25009
25,009,204300,25009204300,1400000US25009204300,2043,Census Tract 2043,G5020,S,565864,656707,+42.5167766,-070.8869311,25009204300,Q4_high,25009
25,027,717100,25027717100,1400000US25027717100,7171,Census Tract 7171,G5020,S,33597231,521374,+42.3849290,-071.6338895,25027717100,Q1_low,25027
25,027,745100,25027745100,1400000US25027745100,7451,Census Tract 7451,G5020,S,13403958,443734,+42.1230066,-071.5314040,25027745100,Q2,25027
25,027,757500,25027757500,1400000US25027757500,7575,Census Tract 7575,G5020,S,38870418,1383687,+42.0488047,-072.0300847,25027757500,Q1_low,25027
25,027,750200,25027750200,1400000US25027750200,7502,Census Tract 7502,G5020,S,30524409,1283396,+42.1313837,-071.6529324,25027750200,Q1_low,25027
25,025,160400,25025160400,1400000US25025160400,1604,Census Tract 1604,G5020,S,1299118,3508,+42.3953160,-071.0424960,25025160400,Q4_high,25025
25,025,170200,25025170200,1400000US25025170200,1702,Census Tract 1702,G5020,S,998542,0,+42.4167931,-071.0198559,25025170200,Q3,25025
25,025,170400,25025170400,1400000US25025170400,1704,Census Tract 1704,G5020,S,2322679,264953,+42.4237393,-070.9979159,25025170400,Q3,25025
25,009,204400,25009204400,1400000US25009204400,2044,Census Tract 2044,G5020,S,1904883,11441108,+42.5251979,-070.8128780,25009204400,Q3,25009
25,009,204500,25009204500,1400000US25009204500,2045,Census Tract 2045,G5020,S,962957,527337,+42.5298009,-070.8913060,25009204500,Q4_high,25009
25,009,204600,25009204600,1400000US25009204600,2046,Census Tract 2046,G5020,S,3129356,758484,+42.5330202,-070.9046651,25009204600,Q2,25009
25,009,204701,25009204701,1400000US25009204701,2047.01,Census Tract 2047.01,G5020,S,7260827,168449,+42.5004225,-070.9233663,25009204701,Q3,25009
25,009,204702,25009204702,1400000US25009204702,2047.02,Census Tract 2047.02,G5020,S,2433303,4566,+42.5106743,-070.9207154,25009204702,Q3,25009
